"benchmark","benchmark id","expected","asterix","sleek","slsat","spen"
"sll0a_sat/spaguetti-14-e08.tptp.smt2","945876","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-15-e01.tptp.smt2","945886","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-19-e04.tptp.smt2","945832","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-15-e06.tptp.smt2","945804","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-12-e03.tptp.smt2","945828","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-15-e03.tptp.smt2","945871","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-17-e05.tptp.smt2","945872","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-13-e07.tptp.smt2","945815","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-17-e06.tptp.smt2","945839","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-19-e06.tptp.smt2","945830","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-20-e03.tptp.smt2","945850","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-14-e06.tptp.smt2","945892","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-14-e05.tptp.smt2","945894","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-19-e01.tptp.smt2","945889","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-20-e04.tptp.smt2","945805","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-10-e08.tptp.smt2","945883","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-10-e02.tptp.smt2","945818","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-13-e05.tptp.smt2","945817","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-15-e02.tptp.smt2","945867","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-16-e01.tptp.smt2","945829","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-18-e07.tptp.smt2","945845","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-14-e02.tptp.smt2","945823","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-18-e06.tptp.smt2","945875","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-12-e02.tptp.smt2","945846","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-18-e09.tptp.smt2","945891","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-19-e09.tptp.smt2","945895","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-17-e02.tptp.smt2","945838","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-17-e09.tptp.smt2","945819","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-16-e09.tptp.smt2","945831","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-14-e01.tptp.smt2","945905","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-11-e04.tptp.smt2","945857","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-18-e10.tptp.smt2","945890","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-10-e06.tptp.smt2","945854","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-15-e07.tptp.smt2","945898","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-15-e04.tptp.smt2","945814","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-15-e05.tptp.smt2","945842","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-10-e05.tptp.smt2","945801","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-12-e01.tptp.smt2","945878","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-20-e01.tptp.smt2","945808","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-11-e02.tptp.smt2","945806","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-17-e01.tptp.smt2","945820","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-13-e09.tptp.smt2","945836","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-17-e10.tptp.smt2","945863","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-18-e02.tptp.smt2","945865","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-14-e04.tptp.smt2","945858","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-11-e03.tptp.smt2","945900","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-10-e09.tptp.smt2","945822","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-18-e04.tptp.smt2","945884","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-20-e02.tptp.smt2","945866","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-19-e08.tptp.smt2","945809","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-19-e03.tptp.smt2","945879","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-18-e01.tptp.smt2","945843","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-13-e06.tptp.smt2","945888","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-14-e07.tptp.smt2","945847","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-15-e09.tptp.smt2","945821","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-13-e04.tptp.smt2","945873","unsat","unsat","unsat","unsat","unsat"
"sll0a_sat/spaguetti-20-e09.tptp.smt2","945870","sat","sat","sat","sat","sat"
"sll0a_sat/spaguetti-13-e08.tptp.smt2","945824","sat","sat","sat","sat","sat"
